"x"
-3969.51093171186
-525.216408990226
-415.36986904267
-501.727181569066
-725.506271234605
-942.207270192598
-1758.4892014192
-287.526138169985
-945.807030894559
-1041.90655233274
-657.076171962003
-547.992303389453
-1163.07480518379
-490.284975960445
-839.614275067867
-639.272287816328
-464.203676595817
-771.274093732951
-293.352232695409
-1136.07256749031
-452.916241316377
-392.387248251842
-354.168472685433
-780.978945008576
-3328.60460637689
-702.190499353731
-599.735311852863
-1088.72516659188
-984.578434365578
-1111.80651075203
-466.43505962002
-374.40455586927
-885.521103019034
-677.125543833504
-417.123483640036
-641.745261687354
-351.077185444543
-1460.37627540029
-2859.06385470655
-472.837211997635
-490.038260551078
-1924.81845268351
-367.630226922454
-612.23217978437
-1219.12671810645
-693.630796867484
-377.628328320432
-802.390326027483
-609.634123606582
-1559.74021390018
