"x"
-12025.4876029552
-37824.1377811289
-4261.73140627636
-2615.39168198243
-72780.0809077431
-34405.5474682563
-8177.75673062786
-23253.2014907655
-55219.0467985766
-46592.1469259181
-94576.9429762081
-14177.3862273777
-77028.5629971395
-14122.4281235027
-79839.6594340629
-31063.1768360893
-19733.0108654877
-13293.0768057831
-108989.43562406
-10402.098492701
-30082.5206630924
-46314.4063231537
-64429.7302049967
-176334.565638866
-173885.941316266
-258354.765745584
-321287.365752589
-80265.2739938347
-1660.67973528324
-94886.929067934
-30685.5061992474
-85145.9978736769
-18984.0388751693
-6456.20136573938
-3582969.88654092
-17613.1047449738
-32454.1446647938
-44743.7041026831
-102862.023160107
-3226.04896403907
-30271.2662949293
-7450.08146967493
-164988.566501083
-51798.1724301757
-12196.0791809822
-33297.6525143892
-10706.9010300993
-3064.8558323177
-29713.2720585014
-18590.5700409386
