"x"
-47488.6662278028
-8110.10931190538
-84731.177802688
-13795.3445257717
-86795.9899316106
-29916.9623400223
-8752.37903757348
-16697.5272487491
-9771.30862313152
-36586.2033996359
-6868.93028692026
-433325.800075588
-37655.7679393896
-9562.07944392595
-3115.33842158915
-18980.7987037309
-13103.0276066327
-108554.209639706
-7004.00897499625
-13370.711162341
-24021.9762824651
-7335.43008323027
-11015.5617450779
-46712.8156027383
-22078.4604541043
-16653.0517182041
-9253.81607465243
-59660.6797127483
-12948.3273533076
-43915.0156297918
-41208.8246197005
-7718.22170853786
-30389.584939128
-15730.5210230121
-38097.5552215658
-67872.6945096726
-16899.2390215049
-56668.273195967
-30269.9360019314
-5871.76360306844
-14681.947790169
-11916.9104665093
-10684.5349806195
-4638.43439862998
-11009.9217646686
-32593.7504374028
-21550.9197735234
-32571.8374262241
-50734.9011813047
-8549.02487347315
