"x"
-6.12950389112726
-6.12915417050462
-6.12950225747671
-6.11663679549033
-6.1255367317507
-6.1286356802772
-6.10414596092615
-6.12950340555944
-6.09932260578321
-6.12728330099544
-6.12949687021049
-6.12823810064777
-6.10637140768074
-6.12004256110387
-6.1293564244256
-6.12950389111057
-6.08044939286537
-6.12949400400944
-6.08675886270998
-6.12950386816114
-6.12948177292662
-6.12111426884925
-6.1295038910659
-6.12950388826054
-6.12949365572451
-6.12361088270456
-6.12929095526614
-6.09956212644618
-6.124816557179
-6.11335142182121
-6.12950389112221
-6.12950389107431
-6.12949139209111
-6.12924133123721
-6.11466180852656
-6.12949408563919
-6.12947962948249
-6.12950389112134
-6.12950379158068
-6.12733233098211
-6.11288622571888
-6.12950389097025
-6.12928482127177
-6.10433982672005
-6.09799190512021
-6.12403629486731
-6.12946288745125
-6.12843529314309
-6.12950389112989
-6.10470805306104
