"x"
-6.0907011200784
-6.05022185263926
-6.11145826345709
-6.11782026516934
-5.94495789454712
-6.12875581606733
-6.05788747192732
-6.10246641410086
-6.11937978617486
-6.07165748955386
-6.12820079418501
-6.08825200105654
-6.11597647500176
-6.12730734160643
-6.10158428284015
-6.05119407755318
-6.02184745159459
-6.092467311583
-6.00126552639246
-6.0686808627198
-5.90601797029
-6.05674031311076
-6.03853278221834
-6.04902020625066
-6.05524398181369
-6.12071563767139
-6.08094848112198
-6.12861084392969
-6.06018817301825
-5.94672286210657
-6.08468262936325
-6.1191197259376
-6.06221375657459
-6.12167380474902
-6.09544910253117
-6.12393189119523
-6.07256812694268
-6.09338587175359
-6.07679750141105
-6.09823716316795
-5.91091368632615
-6.06762878648949
-6.12278589896523
-6.11575417647569
-6.0631915515564
-6.09452936927378
-6.07938098451838
-6.0735001500406
-6.08171408350131
-5.90190242788823
