"x"
-1805.05127437838
-4110.10455449405
-962.091443061515
-670.884365576275
-899.459006189522
-1105.73438764799
-361.348273693328
-1182.99578862155
-185.685633757991
-441.244789353819
-789.568149005437
-1359.04065598658
-871.9708953894
-694.483245532029
-1862.69979872336
-884.997533584138
-1140.69780724729
-483.719768294282
-783.737360706416
-1468.18796647262
-726.117627681181
-706.104854031126
-1350.27005479452
-513.124717755621
-2952.17028536125
-546.894292622834
-473.559214292777
-1085.6336878681
-3805.65348794737
-3319.7249985436
-803.235885621502
-429.114807021164
-576.337633992099
-371.224976251496
-409.458337578292
-267.25444151773
-3859.30286436882
-2530.19611541792
-1061.98757733026
-731.48229393046
-451.293607923879
-2354.40995432412
-485.404395028839
-1364.09129041544
-1641.63877006604
-642.377722017305
-797.95794694042
-417.036041222674
-844.491984805683
-363.347515763956
